Departamento,Municipio,Código_lugar,Año,Tamaño_muestra,Desntr_crón_inft
SACATEPEQUEZ,SANTIAGO SACATEPÞQUEZ,0306,2015,696,31.5
SACATEPEQUEZ,SANTO DOMINGO XENACOJ,0305,2015,240,25
SACATEPEQUEZ,SUMPANGO,0304,2015,771,38
SAN MARCOS,AYUTLA,1217,2015,848,15.5
SAN MARCOS,CATARINA,1216,2015,734,23.2
SAN MARCOS,COMITANCILLO,1204,2015,2230,70.5
SAN MARCOS,CONCEPCIÓN TUTUAPA,1206,2015,2316,72.7
SAN MARCOS,EL QUETZAL,1220,2015,618,39.3
SAN MARCOS,EL RODEO,1214,2015,471,31.9
SAN MARCOS,EL TUMBADOR,1213,2015,1131,39.1
SAN MARCOS,ESQUIPULAS PALO GORDO,1227,2015,345,35.4
SAN MARCOS,IXCHIGUÁN,1223,2015,701,51.1
SAN MARCOS,LA BLANCA,1230,2015,803,26.7
SAN MARCOS,LA REFORMA,1221,2015,586,37.9
SAN MARCOS,MALACATÁN,1215,2015,3130,39
SAN MARCOS,NUEVO PROGRESO,1212,2015,823,36
SAN MARCOS,OCÓS,1218,2015,231,14.3
SAN MARCOS,PAJAPITA,1222,2015,483,30
SAN MARCOS,RÍO BLANCO,1228,2015,150,27.3
SAN MARCOS,SAN ANTONIO SACATEPÉQUEZ,1203,2015,516,37
SAN MARCOS,SAN CRISTOBAL CUCHO,1225,2015,473,33.4
SAN MARCOS,SAN JOSÉ OJETENAM,1224,2015,689,49.9
SAN MARCOS,SAN LORENZO,1229,2015,423,45.4
SAN MARCOS,SAN MARCOS,1201,2015,1066,25.2
SAN MARCOS,SAN MIGUEL IXTAHUACAN,1205,2015,1664,50.4
SAN MARCOS,SAN PABLO,1219,2015,1533,38.3
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,1202,2015,1723,29.1
SAN MARCOS,SAN RAFAEL PIE DE LA CUESTA,1211,2015,421,30.2
SAN MARCOS,SIBINAL,1208,2015,574,59.4
SAN MARCOS,SIPACAPA,1226,2015,758,50.8
SAN MARCOS,TACANÁ,1207,2015,2837,52.1
SAN MARCOS,TAJUMULCO,1209,2015,1748,56.4
SAN MARCOS,TEJUTLA,1210,2015,1112,44.3
SANTA ROSA,BARBERENA,0602,2015,1513,22.3
SANTA ROSA,CASILLAS,0604,2015,694,16.4
SANTA ROSA,CHIQUIMULILLA,0608,2015,1188,13.6
SANTA ROSA,CUILAPA,0601,2015,1047,22.1
SANTA ROSA,GUAZACAPÁN,0611,2015,355,23.1
SANTA ROSA,NUEVA SANTA ROSA,0614,2015,941,26
SANTA ROSA,ORATORIO,0606,2015,640,19.1
SANTA ROSA,PUEBLO NUEVO VIÑAS,0613,2015,757,26.8
SANTA ROSA,SAN JUAN TECUACO,0607,2015,254,28.4
SANTA ROSA,SAN RAFAEL LAS FLORES,0605,2015,385,23.6
SANTA ROSA,SANTA CRUZ NARANJO,0612,2015,335,18.2
SANTA ROSA,SANTA MARÍA IXHUATÁN,0610,2015,606,24.3
SANTA ROSA,SANTA ROSA DE LIMA,0603,2015,477,17
SANTA ROSA,TAXISCO,0609,2015,762,13.9
SOLOLA,CONCEPCIÓN,0708,2015,280,63.6
SOLOLA,NAHUALÁ,0705,2015,2264,59
SOLOLA,PANAJACHEL,0710,2015,279,24.7
SOLOLA,SAN ANDRÉS SEMETABAJ,0709,2015,363,44.1
SOLOLA,SAN ANTONIO PALAPÓ,0712,2015,396,49.8
SOLOLA,SAN JOSÉ CHACAYÁ,0702,2015,149,49.7
SOLOLA,SAN JUAN LA LAGUNA,0717,2015,263,49.8
SOLOLA,SAN LUCAS TOLIMÁN,0713,2015,681,38.5
SOLOLA,SAN MARCOS LA LAGUNA,0716,2015,57,43.9
SOLOLA,SAN PABLO LA LAGUNA,0715,2015,140,56.4
SOLOLA,SAN PEDRO LA LAGUNA,0718,2015,142,12.7
SOLOLA,SANTA CATARINA IXTAHUACÁN,0706,2015,1438,59.2
SOLOLA,SANTA CATARINA PALAPÓ,0711,2015,145,46.9
SOLOLA,SANTA CLARA LA LAGUNA,0707,2015,239,41.8
SOLOLA,SANTA CRUZ LA LAGUNA,0714,2015,225,52.4
SOLOLA,SANTA LUCÍA UTATLÁN,0704,2015,511,38.2
SOLOLA,SANTA MARÍA VISITACIÓN,0703,2015,45,22.2
SOLOLA,SANTIAGO ATITLÁN,0719,2015,817,32
SOLOLA,SOLOLÁ,0701,2015,2689,53.9
SUCHITEPEQUEZ,CHICACAO,1013,2015,1926,40
SUCHITEPEQUEZ,CUYOTENANGO,1002,2015,828,32.7
SUCHITEPEQUEZ,MAZATENANGO,1001,2015,1863,26
SUCHITEPEQUEZ,PATULUL,1014,2015,984,32.1
SUCHITEPEQUEZ,PUEBLO NUEVO,1019,2015,229,26.2
SUCHITEPEQUEZ,RÍO BRAVO,1020,2015,831,28.2
SUCHITEPEQUEZ,SAMAYAC,1008,2015,510,25.7
SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPÉQUEZ,1010,2015,1587,40.8
SUCHITEPEQUEZ,SAN BERNANDINO,1004,2015,393,38.7
SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLÁN,1003,2015,498,27.9
SUCHITEPEQUEZ,SAN GABRIEL,1012,2015,158,11.4
SUCHITEPEQUEZ,SAN JOSÉ EL IDOLO,1005,2015,292,28.4
SUCHITEPEQUEZ,SAN JOSÉ LA MÁQUINA,1021,2015,610,21.6
SUCHITEPEQUEZ,SAN JUAN BAUTISTA,1016,2015,225,32
SUCHITEPEQUEZ,SAN LORENZO,1007,2015,351,23.9
SUCHITEPEQUEZ,SAN MIGUEL PANAN,1011,2015,280,33.6
SUCHITEPEQUEZ,SAN PABLO JOCOPILA,1009,2015,459,28.1
SUCHITEPEQUEZ,SANTA BARBARA,1015,2015,849,40.3
SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPÉQUEZ,1006,2015,1162,28.6
SUCHITEPEQUEZ,SANTO TOMAS LA UNIÓN,1017,2015,234,18.8
SUCHITEPEQUEZ,ZUNILITO,1018,2015,182,21.4
TOTONICAPAN,MOMOSTENANGO,0805,2015,3658,64.5
TOTONICAPAN,SAN ANDRÉS XECUL,0804,2015,660,55.8
TOTONICAPAN,SAN BARTOLO,0808,2015,353,56.7
TOTONICAPAN,SAN CRISTÓBAL TOTONICAPÁN,0802,2015,872,45.4
TOTONICAPAN,SAN FRANCISCO EL ALTO,0803,2015,1414,52.6
TOTONICAPAN,SANTA LUCIA LA REFORMA,0807,2015,781,69.7
TOTONICAPAN,SANTA MARÍA CHIQUIMULA,0806,2015,1830,72.7
TOTONICAPAN,TOTONICAPÁN,0801,2015,2193,48.2
ZACAPA,CABAÑAS,1907,2015,401,20.7
ZACAPA,ESTANZUELA,1902,2015,200,8
ZACAPA,GUALÁN,1904,2015,1176,25.8
ZACAPA,HUITÉ,1910,2015,321,33
ZACAPA,LA UNIÓN,1909,2015,1239,56
ZACAPA,RIO HONDO,1903,2015,438,11.4
ZACAPA,SAN DIEGO,1908,2015,174,24.1
ZACAPA,SAN JORGE,1911,2015,291,23.4
ZACAPA,TECULUTÁN,1905,2015,413,14.5
ZACAPA,USUMATLÁN,1906,2015,302,16.2
ZACAPA,ZACAPA,1901,2015,1221,27.9
